ALABAMA,,,,,,,
Six Rivers NF - Mad River District,707-574-6233,Bridgeville,CA,http://www.fs.fed.us/r5/sixrivers/contact/mad-river/,YES,YES,YES
Six Rivers NF - Main Office,707-442-1721,Eureka,CA,http://www.fs.fed.us/r5/sixrivers/contact/,YES,YES,YES
Six Rivers NF - Orleans District,530-627-3291,Orleans,CA,http://www.fs.fed.us/r5/sixrivers/contact/orleans/,YES,YES,YES
Six Rivers NF - Smith River Recreation Area,707-457-3131,Gasquet,CA,http://www.fs.fed.us/r5/sixrivers/contact/smith-river/,YES,YES,YES
Stanislaus NF - Calaveras District,209-795-1381,Hathaway Pines,CA,http://www.fs.fed.us/r5/stanislaus/contact/index.shtml,YES,YES,YES
Stanislaus NF - Groveland District,209-962-7825,Groveland,CA,http://www.fs.fed.us/r5/stanislaus/contact/index.shtml,YES,YES,YES
Stanislaus NF - Main Office,209-532-3671,Sonora,CA,http://www.fs.fed.us/r5/stanislaus/contact/index.shtml,YES,YES,YES
Stanislaus NF - Mi-Wok District,209-586-3234,Mi-Wuk,CA,http://www.fs.fed.us/r5/stanislaus/contact/index.shtml,YES,YES,YES
Stanislaus NF - Summit District,209-965-3434,Pinecrest,CA,http://www.fs.fed.us/r5/stanislaus/contact/index.shtml,YES,YES,YES
Tahoe NF - American River District,530-367-2224,Foresthill,CA,http://www.fs.fed.us/r5/tahoe/contactus/index.shtml,YES,YES,YES
Tahoe NF - Big Bend Visitor Center,530-426-3609,Soda Springs,CA,http://www.fs.fed.us/r5/tahoe/contactus/index.shtml,NO,YES,YES
Tahoe NF - Camptonville Areas,530-288-3231,Camptonville,CA,http://www.fs.fed.us/r5/tahoe/contactus/index.shtml,NO,YES,YES
Tahoe NF - Main Office,530-265-4531,Nevada City,CA,http://www.fs.fed.us/r5/tahoe/contactus/index.shtml,YES,YES,YES
Tahoe NF - Truckee District,530-587-3558,Truckee,CA,http://www.fs.fed.us/r5/tahoe/contactus/index.shtml,YES,YES,YES
Tahoe NF - Sierraville District,530-994-3401,Sierraville,CA,http://www.fs.fed.us/r5/tahoe/contactus/index.shtml,YES,YES,YES
Tule Lake NWR,530-667-2231,Tulelake,CA,http://www.fws.gov/klamathbasinrefuges/tulelake/tulelake.html,YES,YES,YES
Ukiah BLM Field Office,707-468-4000,Ukiah,CA,http://www.blm.gov/ca/st/en/fo/ukiah.html,YES,YES,YES
Whiskeytown National Recreation Area,530-246-1225,Whiskeytown,CA,http://www.nps.gov/whis/,YES,YES,YES
Yosemite National Park,209-372-0200,El Portal,CA,http://www.nps.gov/yose/,YES,YES,YES
COLORADO,,,,,,,
Anasazi Heritage Center,970-882-5600,Dolores,CO,http://www.blm.gov/co/st/en/fo/ahc.html,YES,YES,YES
Arapahoe National Recreation Area - Fee Machines at Access Points,970-887-4100,Granby,CO,N/A,YES,NO,NO
Arapahoe National Recreation Area -  Fee Booth & Monarch Lake Info Site,970-887-4101,Granby,CO,N/A,YES,YES,YES
Arapahoe & Roosevelt NF - Boulder District,303-541-2500,Boulder,CO,http://www.fs.fed.us/r2/arnf/contact/,YES,YES,YES
Arapahoe & Roosevelt NF - Canyon Lakes District,970-295-6700,Fort Collins,CO,http://www.fs.fed.us/r2/arnf/contact/,YES,YES,YES
Arapahoe & Roosevelt NF - Clear Creek District,303-567-3000,Idaho Springs,CO,http://www.fs.fed.us/r2/arnf/contact/,YES,YES,YES
Arapahoe & Roosevelt NF - Sulphur District,970-887-4100,Granby,CO,http://www.fs.fed.us/r2/arnf/contact/,YES,YES,YES
Bents Old Fort Historic Site,719-383-5010,La Junta,CO,http://www.nps.gov/beol/,YES,YES,YES
Black Canyon of the Gunnison,970-641-2337,Montrose,CO,http://www.nps.gov/blca/,YES,YES,YES
Colorado BLM Office,303-239-3600,Lakewood,CO,http://www.blm.gov/co/st/en.html,YES,YES,YES
Colorado National Monument,970-858-3617,Fruita,CO,http://www.nps.gov/colm/,YES,YES,YES
Colorado River Valley BLM Field Office,970-876-9000,Silt,CO,http://www.blm.gov/co/st/en/fo/crvfo.html,YES,YES,YES
Comanche National Grassland - Carizzo Unit,719-523-6591,Springfield,CO,http://www.fs.fed.us/r2/psicc/coma/,YES,YES,YES
Comanche National Grassland - Timpas Unit,719-384-2181,La Junta,CO,http://www.fs.fed.us/r2/psicc/coma/,YES,YES,YES
Curecanti National Recreation Area,970-641-2337,Gunnison,CO,http://www.nps.gov/cure/,YES,YES,YES
Dolores Public Lands Office,970-882-6800,Dolores,CO,http://www.blm.gov/co/st/en/fo/dplc.3.html,YES,YES,YES
Florissant Fossil Beds National Monument,719-748-3253,Florissant,CO,http://www.nps.gov/flfo/,YES,YES,YES
Grand Junction BLM Field Office,970-244-3000,Grand Junction,CO,http://www.blm.gov/co/st/en/fo/gjfo.html,YES,YES,YES
"Grand Mesa, Uncompahgre, & Gunnison NF",970-874-6600,Delta,CO,http://www.fs.fed.us/r2/gmug/contact/,YES,YES,YES
"Grand Mesa, Uncompahgre, & Gunnison NF - Grand Valley District",970-242-8211,Grand Junction,CO,http://www.fs.fed.us/r2/gmug/contact/,YES,YES,YES
"Grand Mesa, Uncompahgre, & Gunnison NF - Gunnison District",970-641-0471,Gunnison,CO,http://www.fs.fed.us/r2/gmug/contact/,YES,YES,YES
"Grand Mesa, Uncompahgre, & Gunnison NF - Norwood District",970-327-4261,Norwood,CO,http://www.fs.fed.us/r2/gmug/contact/,YES,YES,YES
"Grand Mesa, Uncompahgre, & Gunnison NF - Paonia District",970-527-4131,Paonia,CO,http://www.fs.fed.us/r2/gmug/contact/,YES,YES,YES
Great Sand Dunes National Park,719-378-6300,Mosca,CO,http://www.nps.gov/grsa/,YES,YES,YES
Gunnison BLM Field Office,970-641-0471,Gunnison,CO,http://www.blm.gov/co/st/en/fo/gfo.html,YES,YES,YES
Gunnison Gorge National Conservation Area,970-240-5300,Montrose,CO,http://www.blm.gov/co/st/en/fo/ggnca.html,YES,YES,YES
Kremmling BLM Field Office,970-724-3000,Kremmling,CO,http://www.blm.gov/co/kfo,YES,YES,YES
Little Snake BLM Field Office,970-826-5000,Craig,CO,http://www.blm.gov/co/st/en/fo/lsfo.html,YES,YES,YES
Mesa Verde National Park,970-529-4465,Mesa Verde,CO,http://www.nps.gov/meve/,YES,YES,YES
Outdoor Recreation Information Center @ REI,n/a,Denver,CO,http://www.oriconline.org,YES,NO,NO
Pawnee National Grassland,970-346-5000,Greeley,CO,http://www.fs.fed.us/r2/arnf/contact/,YES,YES,YES
Pike & San Isabael NF - Pikes Peak District,719-636-1602,Colorado Springs,CO,http://www.fs.fed.us/r2/psicc/contact/offices/,YES,YES,YES
Pike & San Isabel NF - Leadville District,719-486-0749,Leadville,CO,http://www.fs.fed.us/r2/psicc/contact/offices/,YES,YES,YES
Pike & San Isabel NF - Pueblo HQ,719-553-1400,Pueblo,CO,http://www.fs.fed.us/r2/psicc/contact/offices/,YES,YES,YES
Pike & San Isabel NF - Salida District,719-539-3591,Salida,CO,http://www.fs.fed.us/r2/psicc/contact/offices/,YES,YES,YES
Pike & San Isabel NF - San Carlos District,719-269-8500,Canon City,CO,http://www.fs.fed.us/r2/psicc/contact/offices/,YES,YES,YES
Pike & San Isabel NF - South Park District,719-836-2031,Fairplay,CO,http://www.fs.fed.us/r2/psicc/contact/offices/,YES,YES,YES
Pike & San Isabel NF - South Platte District,303-275-5610,Morrison,CO,http://www.fs.fed.us/r2/psicc/contact/offices/,YES,YES,YES
Rio Grande NF - Conejos Peak District,719-274-8971,La Jara,CO,http://www.fs.fed.us/r2/riogrande/contact/districts/,YES,YES,YES
Rio Grande NF - Creede District,719-658-2556,Creede,CO,http://www.fs.fed.us/r2/riogrande/contact/districts/,YES,YES,YES
Rio Grande NF - Divide District,719-657-3321,Del Norte,CO,http://www.fs.fed.us/r2/riogrande/contact/districts/,YES,YES,YES
Rio Grande NF - Saguache District,719-655-2547,Saguache,CO,http://www.fs.fed.us/r2/riogrande/contact/districts/,YES,YES,YES
Rocky Mountain Arsenal NWR,303-289-0232,Commerce City,CO,http://www.fws.gov/rockymountainarsenal/,YES,YES,YES
Rocky Mountain National Park,970-586-1206,Estes Park,CO,http://www.nps.gov/romo/,YES,YES,YES
Rocky Mountain National Park,970-586-1206,Grand Lake,CO,http://www.nps.gov/romo/,YES,YES,YES
Routt NF - Hahans Peak/Bears Ears District,970-870-2299,Steamboat Springs,CO,http://www.fs.fed.us/r2/mbr/contact/,YES,YES,YES
Routt NF - Parks Kremmling District,970-724-3000,Kremmling,CO,http://www.fs.fed.us/r2/mbr/contact/,YES,YES,YES
Routt NF - Parks Walden District,970-723-8204,Walden,CO,http://www.fs.fed.us/r2/mbr/contact/,YES,YES,YES
Routt NF - Yampa District,970-638-4516,Yampa,CO,http://www.fs.fed.us/r2/mbr/contact/,YES,YES,YES
San Juan NF - Columbine District,970-884-2512,Bayfield,CO,http://www.fs.fed.us/r2/sanjuan/contact/,YES,YES,YES
San Juan NF - Dolores District,970-882-7296,Dolores,CO,http://www.fs.fed.us/r2/sanjuan/contact/,YES,YES,YES
San Juan NF - Pagosa District,970-264-2268,Pagosa Springs,CO,http://www.fs.fed.us/r2/sanjuan/contact/,YES,YES,YES
San Juan NF - Silverton Public Lands Center ,970-387-5530,Silverton,CO,N/A,YES,YES,YES
San Juan Public Lands Center - FS,970-247-4874,Durango,CO,http://www.fs.fed.us/r2/sanjuan/contact/,YES,YES,YES
San Juan Public Lands Center - BLM,970-247-4874,Durango,CO,http://www.blm.gov/co/st/en/fo/sjplc.html,YES,YES,YES
San Luis Public Lands Center,719-852-6200,Monte Vista,CO,http://www.blm.gov/co/st/en/fo/slvplc.html,YES,YES,YES
White River NF - Aspen District,970-925-3445,Aspen,CO,http://www.fs.fed.us/r2/whiteriver/contact/,YES,YES,YES
White River NF - Blanco District,970-878-4039,Meeker,CO,http://www.fs.fed.us/r2/whiteriver/contact/,YES,YES,YES
White River NF - Dillon District,970-468-5400,Silverthorne,CO,http://www.fs.fed.us/r2/whiteriver/contact/,YES,YES,YES
White River NF - Eagle District,970-328-6388,Eagle,CO,http://www.fs.fed.us/r2/whiteriver/contact/,YES,YES,YES
White River NF - Holy Cross District,970-827-5715,Minturn,CO,http://www.fs.fed.us/r2/whiteriver/contact/,YES,YES,YES
White River NF - Rifle District,970-625-2371,Rifle,CO,http://www.fs.fed.us/r2/whiteriver/contact/,YES,YES,YES
White River NF - Sopris District,970-963-2266,Carbondale,CO,http://www.fs.fed.us/r2/whiteriver/contact/,YES,YES,YES
CONNECTICUT,,,,,,,
Weir Farm National Historic Site,203-834-1896,Wilton,CT,http://www.nps.gov/wefa/,NO,YES,YES
DC - METRO (District of Columbia),,,,,,,
BLM Eastern States Office,202-912-7700,Washington ,DC,http://www.blm.gov/es/st/en/info/directory/es_main_contact_page.html,YES,YES,YES
Fort Washington Park ,301-763-4600,Washington,MD,http://www.nps.gov/fowa/,YES,YES,YES
Great Falls Park,703-285-2965,McLean,VA,http://www.nps.gov/grfa/,YES,YES,YES
DELAWARE,,,,,,,
Bombay Hook National Wildlife Refuge,302-653-9345,Smyrna,DE,http://www.fws.gov/northeast/bombayhook/,YES,YES,YES
Prime Hook National Wildlife Refuge,302-684-8419,Milton,DE,http://www.fws.gov/northeast/primehook/,YES,YES,YES
FLORIDA,,,,,,,
Apalachicola NF - Apalachicola District,850-643-2282,Bristol,FL,http://www.fs.fed.us/r8/florida/contact/,YES,YES,YES
Apalachicola NF - Wakulla District,850-926-3561,Crawfordville,FL,http://www.fs.fed.us/r8/florida/contact/,YES,YES,YES
Arthur R. Marshall Loxahatchee NWR,561-734-8303,Boynton Beach,FL,http://www.fws.gov/loxahatchee/,YES,YES,YES
Big Cypress National Preserve,239-695-1201,East Ochopee,FL,http://www.nps.gov/bicy/,NO,YES,YES
Canaveral National Seashore,321-267-1110,Titusville,FL,http://www.nps.gov/cana/,YES,YES,YES
Castillo de San Marcos National Monument,904-829-6506x227,St. Augustine,FL,http://www.nps.gov/casa/,YES,YES,YES
De Soto National Memorial,941-792-0458,Bradenton,FL,http://www.nps.gov/deso/,NO,YES,YES
Dry Tortugas National Park,305-242-7700,Key West,FL,http://www.nps.gov/drto/,YES,YES,YES
Everglades National Park,305-242-7700,Homestead,FL,http://www.nps.gov/ever/,YES,YES,YES
Florida Keys National Wildlife Refuge,305-872-0774,Big Pine Key,FL,http://www.fws.gov/southeast/KeyWest/,YES,YES,YES
Gulf Islands National Seashore,850-934-2600,Gulf Breeze,FL,http://www.nps.gov/guis/,YES,YES,YES
Hobe Sound NWR Nature Center (also sold at fee booth),772-546-2067,Hobe Sound,FL,http://www.fws.gov/hobesound/,YES,YES,YES
"J.N. ""Ding"" Darling National Wildlife Refuge",239-472-1100,Sanibel,FL,http://www.fws.gov/dingdarling/,YES,YES,YES
Lake Wales Ridge National Wildlife Refuge,321-861-0667,Titusville,FL,http://www.fws.gov/merrittisland/subrefuges/LWR.html,YES,YES,YES
Merritt Island National Wildlife Refuge,321-861-0667,Titusville,FL,http://www.fws.gov/merrittisland/,YES,YES,YES
Mud Swamp/New River Wilderness,850-643-2131,Sumatra,FL,http://www.fs.fed.us/r8/florida/contact/,YES,YES,YES
Ocala NF - Lake George District,352-625-2520,Silver Springs,FL,http://www.fs.usda.gov/ocala,NO,YES,YES
Ocala NF - Seminole District,352-669-3153,Umatilla,FL,http://www.fs.fed.us/r8/florida/contact/,NO,YES,YES
St. Marks National Wildlife Refuge,850-925-6121,Tallahassee,FL,http://www.fws.gov/saintmarks/,YES,YES,YES
US Forest Service - Main Office,850-523-8500,Tallahassee,FL,http://www.fs.fed.us/r8/florida/contact/,YES,YES,YES
GEORGIA,,,,,,,
Chattahoochee River National Recreation Area,678-538-1200,Atlanta,GA,http://www.nps.gov/chat/,YES,YES,YES
Chattahoochee-Oconee NF - Blue Ridge District,706-745-6928,Blairsville,GA,http://www.fs.fed.us/conf/contact.shtml,YES,YES,YES
Chattahoochee-Oconee NF - Chattooga River District,706-754-6221,Lakemont,GA,http://www.fs.fed.us/conf/contact.shtml,YES,YES,YES
Chattahoochee-Oconee NF - Conasauga District,706-695-6736,Chatsworth,GA,http://www.fs.fed.us/conf/contact.shtml,YES,YES,YES
Chattahoochee-Oconee NF - Main Office,770-297-3000,Gainesville,GA,http://www.fs.fed.us/conf/contact.shtml,YES,YES,YES
Chattahoochee-Oconee NF - Oconee District,706-485-3180,Eatonton,GA,http://www.fs.fed.us/conf/contact.shtml,YES,YES,YES
Chickamauga & Chattanooga National Military Park,706-866-9241,Fort Oglethorpe,GA,http://www.nps.gov/chch/,YES,YES,YES
Fort Frederica National Monument,912-638-3639,St. Simons Island,GA,http://www.nps.gov/fofr/,YES,YES,YES
Fort Pulaski National Monument,912-786-5787,Savannah,GA,http://www.nps.gov/fopu/,YES,YES,YES
Kennesaw Mountain National Battlefield Park,770-427-4686,Kennesaw,GA,http://www.nps.gov/kemo,NO,NO,YES
Okefenokee NWR,912-496-7366,Folkston,GA,http://www.fws.gov/okefenokee/,YES,YES,YES
The King Center,404-331-5190,Atlanta,GA,http://thekingcenter.org,NO,YES,YES
HAWAII,,,,,,,
Haleakala National Park,808-248-7375,Makawao,HI,http://www.nps.gov/hale,YES,YES,YES
Hawaii Volcanoes National Park,808-985-6000,Hawaii Natl Park,HI,http://www.nps.gov/havo/,YES,YES,YES
Kilauea Point National Wildlife Refuge,808-828-1413,Kilauea,HI,http://www.fws.gov/pacificislands/wnwr/kkilaueanwr.html,YES,YES,YES
Pu'uhonua O Honaunau,808-328-2288,Honaunau,HI,http://www.nps.gov/puho,YES,YES,YES
IDAHO,,,,,,,
Boise District Office - BLM,208-384-3300,Boise,ID,http://www.blm.gov/id/st/en/fo/four_rivers.html,YES,YES,YES
Boise NF - Cascade District,208-382-7400,Cascade,ID,http://www.fs.fed.us/r4/boise/contact/index.shtml,YES,YES,YES
Boise NF - Emmett District,208-365-7000,Emmett,ID,http://www.fs.fed.us/r4/boise/contact/index.shtml,YES,YES,YES
Boise NF - Idaho City District,208-392-6681,Idaho City,ID,http://www.fs.fed.us/r4/boise/contact/index.shtml,YES,YES,YES
Boise NF - Lowman District,208-259-3361,Lowman,ID,http://www.fs.fed.us/r4/boise/contact/index.shtml,YES,YES,YES
Boise NF - Mountain Home District,208-587-7961,Mountain Home,ID,http://www.fs.fed.us/r4/boise/contact/index.shtml,YES,YES,YES
Boise NF - Supervisor's Office Visitor Center,208-373-4100,Boise,ID,http://www.fs.fed.us/r4/boise/contact/index.shtml,YES,YES,YES
Burley Field Office - BLM,208-677-6699,Burley,ID,http://www.blm.gov/id/st/en/fo/burley.html,YES,YES,YES
Caribou-Targhee NF - Ashton/Island Park District,208-652-7442,Ashton,ID,http://www.fs.fed.us/r4/caribou-targhee/contact/,YES,YES,YES
Caribou-Targhee NF - Ashton/Island Park District,208-558-7301,Island Park,ID,http://www.fs.fed.us/r4/caribou-targhee/contact/,YES,YES,YES
Caribou-Targhee NF - Dubois District,208-374-5422,Dubois,ID,http://www.fs.fed.us/r4/caribou-targhee/contact/,YES,YES,YES
Caribou-Targhee NF - Eastern Idaho Visitor Center,208-523-3278,Idaho Falls,ID,http://www.fs.fed.us/r4/caribou-targhee/contact/,YES,YES,YES
Caribou-Targhee NF - Montpelier District,208-847-0375,Montpelier,ID,http://www.fs.fed.us/r4/caribou-targhee/contact/,YES,YES,YES
Caribou-Targhee NF - Palisades District,208-547-4356,Idaho Falls,ID,http://www.fs.fed.us/r4/caribou-targhee/contact/,YES,YES,YES
Caribou-Targhee NF - Soda Springs District,208-547-4356,Soda Springs,ID,http://www.fs.fed.us/r4/caribou-targhee/contact/,YES,YES,YES
Caribou-Targhee NF - St. Anthony Visitor Center,208-624-1191,St. Anthony,ID,http://www.fs.fed.us/r4/caribou-targhee/contact/,YES,YES,YES
Caribou-Targhee NF - Teton Basin District,208-354-2312,Driggs,ID,http://www.fs.fed.us/r4/caribou-targhee/contact/,YES,YES,YES
Caribou-Targhee NF - Westside District,208-236-7500,Pocatello,ID,http://www.fs.fed.us/r4/caribou-targhee/contact/,YES,YES,YES
Caribou-Targhee NF - Westside District,208-766-5900,Malad,ID,http://www.fs.fed.us/r4/caribou-targhee/contact/,YES,YES,YES
Challis Field Office - BLM,208-879-6200,Challis,ID,http://www.blm.gov/id/st/en/fo/challis.html,YES,YES,YES
Clearwater NF - Kooskia Station,208-926-4274,Kooskia,ID,http://www.fs.fed.us/r1/clearwater/Districts/Districts.htm,YES,YES,YES
Clearwater NF - Main Office,208-476-4541,Orofino,ID,http://www.fs.fed.us/r1/clearwater/,YES,YES,YES
Clearwater NF - Palouse District,208-875-1131,Potlatch,ID,http://www.fs.fed.us/r1/clearwater/Districts/Districts.htm,YES,YES,YES
Clearwater NF - Powell Station,208-942-3113,Lolo,ID,http://www.fs.fed.us/r1/clearwater/Districts/Districts.htm,YES,YES,YES
Coeur d'Alene District Office - BLM,208-769-5000,Coeur d'Alene,ID,http://www.blm.gov/id/st/en/fo/coeur_d_alene.html,YES,YES,YES
Cottonwood Field Office - BLM,208-962-3245,Cottonwood,ID,http://www.blm.gov/id/st/en/fo/cottonwood.html,YES,YES,YES
Craters of the Moon National Monument,208-527-3257,Arco,ID,http://www.nps.gov/crmo/,YES,YES,YES
Deer Flat NWR,208-467-9278,Nampa,ID,http://www.fws.gov/deerflat/,YES,YES,YES
Eastern Idaho Visitors Center,208-523-3278,Idaho Falls,ID,http://www.fs.fed.us/r4/caribou-targhee/contact/,YES,YES,YES
Hells Canyon NRA - Riggins Field Office,208-628-3916,Riggins,ID,http://www.fs.fed.us/r6/w-w/contact/,YES,YES,YES
Idaho BLM Office,208-373-4000,Boise,ID,http://www.blm.gov/id/st/en/info/directory/state_office.html,YES,YES,YES
Idaho Falls District - BLM,208-524-7500,Idaho Falls,ID,http://www.blm.gov/id/st/en/info/directory.html,YES,YES,YES
Idaho Panhandle NF - Avery Office,208-245-4517,Avery,ID,http://www.fs.fed.us/ipnf/visit/offices.html,YES,YES,YES
Idaho Panhandle NF - Bonners Ferry District,208-267-5561,Bonners Ferry,ID,http://www.fs.fed.us/ipnf/bonnersferry/,YES,YES,YES
Idaho Panhandle NF - Clarkia Office,208-245-1134,Clarkia,ID,http://www.fs.fed.us/ipnf/visit/offices.html,YES,YES,YES
Idaho Panhandle NF - Coeur d'Alene River District,208-769-3000,Coeur d'Alene,ID,http://www.fs.fed.us/ipnf/visit/offices.html,YES,YES,YES
Idaho Panhandle NF - Main Office,208-765-7223,Coeur d'Alene,ID,http://www.fs.fed.us/ipnf/visit/offices.html,YES,YES,YES
Idaho Panhandle NF - Priest Lake District,208-443-2512,Priest River,ID,http://www.fs.fed.us/ipnf/priestlake/,YES,YES,YES
Idaho Panhandle NF - Sandpoint District,208-263-5111,Sandpoint,ID,http://www.fs.fed.us/ipnf/sandpoint/,YES,YES,YES
Idaho Panhandle NF - Silver Valley Office,208-783-2100,Smelterville,ID,http://www.fs.fed.us/ipnf/visit/offices.html,YES,YES,YES
Idaho Panhandle NF - St. Joe District,208-245-2531,St. Maries,ID,http://www.fs.fed.us/ipnf/visit/offices.html,YES,YES,YES
Idaho State Office - BLM,208-373-4000,Boise,ID,http://www.blm.gov/id/st/en.html,YES,YES,YES
Interagency Visitor's Center,208-373-4007,Boise,ID,http://www.fs.fed.us/r4/boise/contact/index.shtml,YES,YES,YES
Jarbidge Field Office - BLM,208-736-2350,Twin Falls,ID,http://www.blm.gov/id/st/en/fo/jarbidge.html,YES,YES,YES
Nez Perce NF - Main Office,208-983-1950,Grangeville,ID,http://www.fs.fed.us/r1/nezperce/contact/,YES,YES,YES
Nez Perce NF - Moose Creek District,208-926-4258,Kooskia,ID,http://www.fs.fed.us/r1/nezperce/about/moose-creek.shtml,YES,YES,YES
Nez Perce NF - Red River District,208-842-2245,Elk City,ID,http://www.fs.fed.us/r1/nezperce/about/red-river.shtml,YES,YES,YES
Nez Perce NF - Salmon River District,208-839-2211,White Bird,ID,http://www.fs.fed.us/r1/nezperce/about/salmon-river.shtml,YES,YES,YES
Owhyhee Field Office - BLM,208-896-5912,Marsing,ID,http://www.blm.gov/id/st/en/fo/owyhee.html,YES,YES,YES
Payette NF - Council District,208-253-0100,Council,ID,http://www.fs.fed.us/r4/payette/contact/index.shtml,YES,YES,YES
Payette NF - McCall District,208-634-0400,McCall,ID,http://www.fs.fed.us/r4/payette/contact/index.shtml,YES,YES,YES
Payette NF - New Meadows District,208-347-0300,New Meadows,ID,http://www.fs.fed.us/r4/payette/contact/index.shtml,YES,YES,YES
Payette NF - Weiser District,208-549-4200,Weiser,ID,http://www.fs.fed.us/r4/payette/contact/index.shtml,YES,YES,YES
Pocatello Field Office - BLM,208-478-6340,Pocatello,ID,http://www.blm.gov/id/st/en/fo/pocatello.html,YES,YES,YES
Salmon-Challis NF - Challis/Yankee Fork District,208-879-4100,Challis,ID,http://www.fs.fed.us/r4/sc/yankeefork/index.shtml,YES,YES,YES
Salmon-Challis NF - Leadore District,208-768-2500,Leadore,ID,http://www.fs.fed.us/r4/sc/leadore/index.shtml,YES,YES,YES
Salmon-Challis NF - Lost River District,208-588-3400,Mackay,ID,http://www.fs.fed.us/r4/sc/lostriver/index.shtml,YES,YES,YES
Salmon-Challis NF - Main Office,208-756-5100,Salmon,ID,http://www.fs.fed.us/r4/sc/contact/,YES,YES,YES
Salmon-Challis NF - Middle Fork District,208-879-4101,Challis,ID,http://www.fs.fed.us/r4/sc/contact/,YES,YES,YES
Salmon-Challis NF - North Fork District,208-865-2700,North Fork,ID,http://www.fs.fed.us/r4/sc/contact/,YES,YES,YES
Salmon Field Office - BLM,208-756-5400,Salmon,ID,http://www.blm.gov/id/st/en/fo/salmon.html,YES,YES,YES
Sawtooth National Recreation Area,208-727-5000,Ketchum,ID,http://www.fs.fed.us/r4/sawtooth/contact/,YES,YES,YES
Sawtooth NF - Fairfield District,208-764-3202,Fairfield,ID,http://www.fs.fed.us/r4/sawtooth/contact/,YES,YES,YES
Sawtooth NF - Ketchum District,208-622-5371,Ketchum,ID,http://www.fs.fed.us/r4/sawtooth/contact/,YES,YES,YES
Sawtooth NF - Main Office,208-737-3200,Twin Falls,ID,http://www.fs.fed.us/r4/sawtooth/contact/,YES,YES,YES
Sawtooth NF - Minidoka District,208-678-0430,Burley,ID,http://www.fs.fed.us/r4/sawtooth/contact/,YES,YES,YES
Sawtooth NF - Stanley District,208-774-3000,Stanley,ID,http://www.fs.fed.us/r4/sawtooth/contact/,YES,YES,YES
Shoshone Field Office - BLM,208-732-7200,Shoshone,ID,http://www.blm.gov/id/st/en/fo/shoshone.html,YES,YES,YES
Twin Falls District Office - BLM,208-735-2060,Twin Falls,ID,http://www.blm.gov/id/st/en/info/directory.html,YES,YES,YES
Upper Snake Field Office - BLM,208-524-7500,Idaho Falls,ID,http://www.blm.gov/id/st/en/fo/upper_snake.html,YES,YES,YES
ILLINOIS,,,,,,,
Crab Orchard National Wildlife Refuge,618-997-3344,Marion,IL,http://www.fws.gov/midwest/CrabOrchard/,YES,YES,YES
Cypress Creek National Wildlife Refuge,618-634-2231,Ullin,IL,http://www.fws.gov/midwest/CypressCreek/,NO,YES,YES
Lincoln Home National Historic Site,217-391-3226,Springfield,IL,http://www.nps.gov/liho/,YES,YES,YES
Midewin National Tallgrass Prairie, 815-423-6370,Wilmington,IL,http://www.fs.fed.us/mntp/,YES,YES,YES
Shawnee NF - Hidden Springs District,618-658-2111,Vienna,IL,http://www.fs.fed.us/r9/forests/shawnee/districts/east/,YES,YES,YES
Shawnee NF - Main Office,618-253-7114,Harrisburg,IL,http://www.fs.fed.us/r9/forests/shawnee/,YES,YES,YES
Shawnee NF - Mississippi Bluffs District,618-833-8576,Jonesboro,IL,http://www.fs.fed.us/r9/forests/shawnee/districts/west/,YES,YES,YES
Two Rivers National Wildlife Refuge,618-883-2524,Brussles,IL,http://www.fws.gov/midwest/TwoRivers/,YES,YES,YES
Upper Mississippi River National Wildlife & Fish Refuge - Savannah District,815-273-2732,Thomson,IL,http://www.fws.gov/midwest/UpperMIssissippiRiver/,NO,YES,YES
INDIANA,,,,,,,
Big Oaks National Wildlife Refuge,812-273-0783,Madison,IN,http://www.fws.gov/midwest/bigoaks/,NO,YES,YES
Hoosier National Forest,812-275-5987,Bedford,IN,http://www.fs.fed.us/r9/hoosier/,YES,YES,YES
Indiana Dunes National Lakeshore,219 926 7561,Porter,IN,http://www.nps.gov/indu/,YES,YES,YES
Lincoln Boyhood National Memorial,812 937 4541,Lincoln City,IN,http://www.nps.gov/libo/,YES,YES,YES
Muscatatuck National Wildlife Refuge,812-522-4352,Seymour,IN,http://www.fws.gov/midwest/muscatatuck/,YES,YES,YES
IOWA,,,,,,,
DeSoto National Wildlife Refuge,712-388-4800,Missouri Valley,IA,http://www.fws.gov/refuge/DeSoto,YES,YES,YES
Herbert Hoover National Historical Site,319-643-2541,West Branch,IA,http://www.nps.gov/heho/,YES,YES,YES
Neal Smith National Wildlife Refuge,515-994-3400,Prairie City,IA,http://www.fws.gov/Midwest/nealsmith/,YES,YES,YES
Union Slough National Wildlife Refuge,515-928-2523,Titonka,IA,http://www.fws.gov/midwest/unionslough/,NO,YES,YES
KANSAS,,,,,,,
Cimarron National Grassland,620-697-4621,Elkhart,KS,http://www.fs.fed.us/r2/psicc/cim/,YES,YES,YES
Great Plains Nature Center - FWS,316-683-5499 ,Wichita,KS,http://www.gpnc.org/,NO,YES,YES
Quivira National Wildlife Refuge,620-486-2393,Stafford,KS,http://www.fws.gov/quivira/,NO,YES,YES
KENTUCKY,,,,,,,
Abraham Lincoln Birthplace NHS,270-358-3137,Hodgenville,KY,http://www.nps.gov/abli/,NO,NO,YES
